word,total_count,categories
argh2d2,1,has_digit
argghhhh,1,plain
argghh,1,plain
arggghh,1,plain
terecherous,1,plain
tereble,1,plain
tere's,1,plain
terayam,1,plain
terax,1,plain
terawhales,1,mismatch_plain
term1,1,mismatch_has_digit
terlman,1,plain
terkanda,1,plain
teriribly,1,plain
terios,1,mismatch_plain
terinjokes,1,plain
terinhell,1,plain
terinated,1,plain
teriminal,1,plain
terimanl,1,plain
teriffic,1,mismatch_plain
teriblly,1,plain
teribble,1,mismatch_plain
tererminal,1,plain
terera,1,plain
teremninal,1,plain
arggggghhhh,1,plain
argggggggggggg,1,plain
arggggggggg,1,plain
arggggggg,1,plain
arggggg,1,plain
argfh,1,plain
argentinan,1,plain
argelie,1,plain
argelia,1,plain
argel,1,plain
argee,1,plain
termals,1,plain
termalin,1,plain
termal's,1,mismatch_plain
term9inal,1,has_digit
term3,1,mismatch_has_digit
termila,1,plain
termiinal,1,plain
termical,1,mismatch_plain
termiantor,1,mismatch_plain
termianls,1,plain
termianals,1,plain
termianal,1,plain
termenial,1,plain
termencoding,1,plain
termenal,1,plain
termcolors,1,mismatch_plain
termcaps,1,plain
termanology,1,plain
termanl,1,plain
termana,1,plain
arggggh,1,mismatch_plain
terminalwindow,1,plain
terminalsr,1,plain
terminalserverclient,1,plain
terminalserver,1,plain
terminaln,1,plain
terminales,1,plain
terminalen,1,plain
terminalcrash,1,plain
terminalclient,1,plain
terminalbased,1,plain
terminalapps,1,plain
terminalappname,1,mismatch_plain
terminala,1,plain
terminac,1,plain
terminaaaaaaaaaaaaal,1,plain
termimal,1,mismatch_plain
terminaql,1,plain
terminan,1,plain
terminalä,1,latin_extended
terminalyes,1,plain
terminalwindows,1,plain
argboairbioarebguoarioargbao,1,plain
argbglxvisuals,1,plain
argazm,1,mismatch_plain
argalarg,1,plain
argajag,1,plain
arga,1,plain
arftwn,1,mismatch_plain
arfree,1,mismatch_plain
arfoll,1,plain
arfifacts,1,plain
arfhhhg,1,plain
arfg,1,plain
arfff,1,plain
arfbtwn,1,plain
arezitha,1,plain
areyouwritingfrom,1,plain
arew,1,plain
areusing,1,plain
aretwo,1,plain
aretistic,1,plain
arethousands,1,plain
terminet,1,plain
terminell,1,plain
terminel,1,plain
termine,1,plain
termincal,1,plain
terminasl,1,plain
termoinal,1,plain
termoil,1,plain
termnology,1,plain
termnials,1,plain
termnetd,1,plain
termminal,1,plain
termintor,1,plain
termintal,1,plain
terminsl,1,plain
terminol,1,plain
termino,1,mismatch_plain
terminnal,1,plain
terminix,1,plain
terminius,1,plain
terminiology,1,plain
terminilogy,1,plain
teron's,1,plain
terom,1,plain
teroia,1,plain
tero,1,plain
ternoology,1,plain
ternmial,1,plain
ternet,1,plain
terned,1,plain
ternatives,1,plain
ternal,1,plain
termunals,1,mismatch_plain
termservice,1,plain
termpoarily,1,plain
termperamental,1,plain
termonology,1,plain
termonligy,1,plain
terraforming,1,plain
terrabite,1,plain
arethius,1,plain
aret,1,plain
aresnal,1,plain
areskz,1,plain
aresising,1,plain
arese,1,mismatch_plain
arescom,1,plain
arerelevant,1,plain
arepy,1,plain
arepsilak,1,plain
areon,1,plain
arenz,1,plain
arentie,1,plain
terpstras,1,plain
terrestirealll,1,plain
arent't,1,plain
arenow,1,plain
arenner,1,mismatch_plain
aren'tright,1,plain
aren'tn,1,plain
aren'nt,1,plain
areml,1,plain
aremac,1,plain
arellanos,1,plain
terre,1,plain
terrble,1,mismatch_plain
terratory,1,plain
terrasqul,1,plain
terrasecond,1,plain
terragig,1,plain
terrrrrible,1,plain
terrror,1,plain
terrrible,1,plain
terrotory,1,plain
terrorstorm,1,plain
terrorrist,1,plain
terrority,1,plain
terroris,1,plain
terrorbit,1,plain
terrobit,1,plain
terrmanal,1,plain
territoy,1,mismatch_plain
terrist,1,plain
terribl,1,plain
terrib,1,plain
terrets,1,plain
tesco,1,plain
terz,1,plain
teryx,1,plain
tery'ed,1,plain
tervehdys,1,plain
terus,1,plain
terufsx,1,mismatch_plain
tertoma,1,plain
tertitten,1,plain
tersticles,1,plain
terskov,1,plain
tersesat,1,plain
terryx,1,plain
terrytory,1,plain
terry85,1,has_digit
terrtiroty,1,plain
tesing,1,plain
arelinux,1,plain
arelike,1,plain
arelegend2440,1,has_digit
arelegend,1,plain
arel,1,plain
arejay,1,plain
areincorrect,1,plain
arei,1,plain
areguing,1,plain
areference,1,plain
areels,1,plain
areeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,1,plain
areee,1,plain
teset,1,plain
teseract,1,plain
testar,1,plain
testando,1,plain
testall,1,plain
testaa,1,plain
test32v5,1,has_digit
test27,1,has_digit
test124,1,has_digit
test123,1,has_digit
test01,1,has_digit
test00,1,has_digit
test0,1,mismatch_has_digit
tesrting,1,plain
tesponse,1,plain
teso,1,plain
teslasense,1,plain
tesladave,1,plain
aredy,1,plain
areckx,1,plain
arechive,1,mismatch_plain
arece,1,plain
arean,1,plain
arealso,1,mismatch_plain
areadly,1,plain
aread,1,plain
areabout,1,plain
areable,1,plain
area52,1,has_digit
area51,1,has_digit
are32bit,1,has_digit
testcase,1,mismatch_plain
testbottu,1,plain
testbench,1,plain
testisk,1,plain
testint,1,mismatch_plain
testing123,1,has_digit
testfull,1,plain
testfreak,1,plain
testfire,1,plain
testestestestseteste,1,plain
testest,1,plain
testerday,1,plain
tester5,1,has_digit
testen,1,plain
testedtaht,1,plain
testdsik,1,plain
testdiskl,1,mismatch_plain
testdisck,1,plain
testdik,1,plain
testmarkt,1,plain
testmaps,1,plain
are't,1,plain
ardya,1,plain
arduinos,1,plain
ardril,1,plain
ardnew,1,plain
ardit,1,plain
ardiente,1,plain
ardie,1,plain
ardcholllo,1,plain
ardcholiie,1,plain
testmail,1,plain
testlinux,1,plain
testkdisk,1,plain
testjava,1,mismatch_plain
testtube1,1,has_digit
testtones,1,plain
testsvn,1,plain
testsusf,1,plain
testsound,1,plain
testshare,1,plain
testscript,1,plain
testroot,1,plain
testred,1,plain
testral,1,plain
testpilot,1,plain
testpic,1,plain
testphp,1,plain
testpaging,1,plain
testosteron,1,plain
testmem,1,mismatch_plain
arcticfox,1,plain
arcsoft,1,plain
tetradraw,1,plain
tetraconn,1,plain
tetonca,1,plain
tetminal,1,mismatch_plain
tethical,1,plain
tetherd,1,plain
tetexlive,1,plain
tetex3,1,has_digit
tetem,1,plain
tetdoss,1,plain
teswhat,1,plain
tesverem,1,plain
tesvereim,1,plain
tesuto,1,mismatch_plain
teun,1,mismatch_plain
teucrypt,1,plain
teu,1,plain
tetrivex,1,plain
tetrismaster,1,plain
ardchoilly,1,plain
ardchoille's,1,plain
ardchoilee,1,plain
ardchoile,1,plain
ardchiolle,1,mismatch_plain
ardchaille,1,plain
ardantus,1,plain
ardachcile,1,plain
ard1t,1,has_digit
arcticnetwork,1,plain
arcticle,1,plain
texfonts,1,plain
texfiles,1,plain
texfile,1,plain
texct,1,plain
texconsole,1,plain
texboxes,1,plain
tex4ht,1,has_digit
tewords,1,plain
tewecske,1,plain
teweaking,1,plain
tew444ub,1,has_digit
tew's,1,plain
tevella,1,plain
teve,1,plain
teus,1,plain
teurds,1,plain
texi2pdf,1,has_digit
texi2dvi,1,has_digit
20kn,1,mismatch_has_digit
20kilo,1,has_digit
20kbyte,1,has_digit
20here,1,has_digit
20gis,1,has_digit
20gg,1,mismatch_has_digit
20f,1,has_digit
20cd's,1,mismatch_has_digit
20b3,1,mismatch_has_digit
20approach,1,has_digit
20a1s,1,has_digit
texhn9ne,1,has_digit
texhn,1,plain
texhed,1,plain
arcicula,1,plain
texte,1,plain
textdomain,1,plain
textconsole,1,plain
textboo1,1,has_digit
textboo,1,plain
textarea,1,plain
textare,1,plain
text6,1,has_digit
text2,1,has_digit
texshop,1,plain
texniccenter,1,plain
texmacs,1,plain
texlive2011,1,has_digit
texlive2007,1,has_digit
texk,1,plain
textex,1,plain
texteditors,1,plain
texteditorcough,1,mismatch_plain
textedit,1,plain
arcsky,1,plain
arcserve,1,plain
arcoss,1,plain
arcore,1,plain
arcnumber,1,plain
arcnaut,1,plain
arclist,1,plain
arckon,1,plain
arciz,1,plain
arcitechter,1,mismatch_plain
arcil,1,plain
arcidborg,1,plain
textshout,1,plain
textreader,1,plain
textonly,1,plain
textmessages,1,plain
archver,1,plain
archve,1,plain
archuve,1,plain
archutecture,1,plain
archove,1,plain
archopenbox,1,plain
archoos,1,plain
archonkog,1,plain
textin,1,plain
textilkfabrik,1,plain
texthere,1,plain
textfree,1,plain
archlinnux,1,plain
archjump,1,plain
archivss,1,plain
archivs,1,plain
archivmanager,1,plain
archivizers,1,plain
archivi,1,plain
archivefile,1,plain
archiva,1,plain
textwrangler,1,plain
textwise,1,plain
textviewmode,1,plain
textview,1,plain
texttospeech,1,plain
texttosearchhere,1,plain
texttoreplace,1,mismatch_plain
tfk,1,plain
tfittsl,1,plain
tfirt,1,plain
tfirst,1,plain
tfinished,1,plain
tfind,1,plain
tfh,1,plain
tffrd,1,plain
tfa,1,plain
tf4,1,has_digit
tezzie,1,plain
teyxes,1,plain
teyr,1,plain
teying,1,plain
texure,1,plain
archm,1,plain
0ubuntu27,1,mismatch_has_digit
architoke,1,plain
architektus,1,plain
architecutures,1,plain
architectue,1,plain
architected,1,plain
architec,1,plain
architcectures,1,plain
archiing,1,plain
tforce,1,plain
tfor,1,plain
tfo,1,plain
tfn2k,1,has_digit
tfn,1,plain
tflgen2,1,has_digit
tflgen,1,plain
archi's,1,plain
tg789vn,1,has_digit
tfw,1,plain
tfuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,1,plain
tfu,1,plain
tftp32,1,has_digit
tfrdgvfffcfcgn,1,plain
0wn3d,1,has_digit
0wm,1,has_digit
0whatever,1,has_digit
0wd,1,has_digit
0w3,1,mismatch_has_digit
0w,1,mismatch_has_digit
0vlat20,1,has_digit
0uh,1,has_digit
0ubuntu45,1,has_digit
tgerm,1,plain
tgelter,1,mismatch_plain
tgeay,1,mismatch_plain
tgar,1,plain
archigos,1,plain
archievies,1,plain
archieved,1,plain
archietectures,1,plain
archiecture,1,plain
archiect,1,plain
archiduque,1,plain
archice,1,plain
archibve,1,plain
archibe,1,plain
archiatecture,1,plain
archi660,1,has_digit
tgmc,1,plain
tgm4833,1,has_digit
tgiving,1,plain
tgive,1,plain
tgis,1,plain
tgink,1,plain
tgies,1,plain
tghinking,1,plain
tghere,1,plain
tgher,1,plain
tghem,1,plain
tghat,1,plain
tgfgfghjhghgvffh,1,plain
tgf,1,plain
tgether,1,plain
tget,1,plain
tgpraveen,1,plain
tgpo,1,plain
tgp97,1,mismatch_has_digit
tgouht,1,plain
tgotcha,1,plain
arche,1,plain
archbox,1,plain
archave,1,plain
archatecture,1,plain
archangelse7en,1,has_digit
archangelse,1,plain
archange,1,plain
archane,1,plain
archaios,1,plain
arch3angel,1,has_digit
tgnb,1,plain
th20,1,has_digit
th1ef,1,has_digit
th192,1,has_digit
th0rndike,1,has_digit
th01,1,has_digit
th0,1,has_digit
tgz's,1,plain
tgz'd,1,plain
tgwaku,1,plain
tgtv,1,plain
tgscgbvy68fvygbhjhi8hnikhihiohuigughg8ggguguigyfufgyiiygxhsfx6sewssresese4es,1,mismatch_has_digit
tgscgbvy,1,mismatch_plain
tgry,1,plain
tgregory,1,plain
tgreer,1,plain
tgramul,1,plain
tha6t,1,has_digit
tha't,1,plain
arch0njw,1,has_digit
arch01,1,has_digit
arcg,1,plain
arceler,1,plain
arcchoille,1,plain
arcatectures,1,plain
arcangel,1,plain
arcange1,1,has_digit
arcange,1,plain
arcanex,1,plain
arcaic,1,plain
th3xfagtr,1,has_digit
th3e,1,has_digit
th33v1lr351d3n7,1,has_digit
thackz,1,plain
thacks,1,plain
thabk,1,plain
thab,1,plain
thaaught,1,plain
thaatq,1,mismatch_plain
thaankyou,1,plain
thaank,1,plain
thaakns,1,plain
thaaank,1,plain
thaaaanks,1,plain
thaaaaanksssss,1,plain
thaaaaaaaat's,1,plain
thaaaaaaaaaaaanks,1,plain
thaaaaaaaaaaaaaaaaankw,1,plain
thaa,1,plain
thaey,1,plain
thaere,1,plain
arcahni,1,plain
arcadegeek,1,plain
arbrown,1,plain
arbri,1,plain
arbrandes,1,plain
arbitrayr,1,plain
arbitrarystring,1,plain
arbitrairly,1,plain
arbitory,1,plain
arbirary,1,mismatch_plain
arbi2,1,has_digit
thaen,1,mismatch_plain
thaem,1,plain
thadmin,1,plain
thamls,1,plain
tham1,1,has_digit
thal,1,plain
thaksn,1,plain
thakor,1,mismatch_plain
thake,1,plain
thak's,1,plain
thajnks,1,mismatch_plain
thaiwan,1,plain
thaink,1,plain
thaing,1,plain
thahnks,1,plain
thahnk,1,plain
thagts,1,mismatch_plain
thagt,1,plain
thage,1,plain
thanaksso,1,mismatch_plain
arbi1,1,has_digit
arber4444,1,has_digit
arber,1,plain
arbejdes,1,mismatch_plain
arbeitsspeicher,1,plain
arbeitsgruppe,1,plain
arbeits,1,plain
arbeiten,1,plain
arbeit,1,mismatch_plain
arbeck23,1,mismatch_has_digit
arbcom,1,plain
arbandes,1,plain
arbaic,1,plain
arbadjie,1,plain
thanaks,1,plain
thankabunch,1,plain
thankaa,1,plain
thanjks,1,plain
thanj,1,plain
thanik,1,plain
thani,1,plain
thangaraju,1,mismatch_plain
thang's,1,plain
thanerd,1,plain
thandx,1,plain
thande,1,plain
thandavarayan,1,plain
thand,1,plain
thanbks,1,plain
thanb,1,plain
thanask,1,plain
thanki,1,plain
thankgoodness,1,plain
thankees,1,plain
arazriel,1,plain
araxhiel,1,plain
aravote,1,plain
aravim,1,plain
aravi,1,plain
araund,1,mismatch_plain
araun,1,plain
arau,1,plain
ararrrggh,1,plain
arararharhahrharh,1,plain
ararar,1,plain
araond,1,plain
thankas,1,plain
thankiss,1,plain
aranjar,1,plain
aranizda,1,plain
aranged,1,plain
arange,1,plain
aranelmobil,1,plain
aranel,1,plain
araneidae's,1,plain
arancione,1,plain
aranchnophelia,1,plain
aramok,1,mismatch_plain
aramis,1,plain
aramdisk,1,plain
thankingu,1,plain
thankin,1,plain
thankiews,1,plain
thanksh,1,plain
thanksguys,1,plain
thanksg0d,1,has_digit
thanksg,1,plain
thanksems,1,plain
thanks9,1,has_digit
thanks's,1,plain
thankq,1,plain
thankoo,1,plain
thanko,1,plain
thankn,1,plain
thankkyou,1,plain
thankksss,1,plain
thankkss,1,plain
thankkkks,1,plain
thankkk,1,plain
thanksman,1,plain
thanksk,1,plain
thanksjuu,1,mismatch_plain
aramagetron,1,plain
aramada,1,plain
araldite,1,plain
araknid,1,plain
araka,1,plain
arajabat,1,plain
arait,1,plain
arai,1,plain
arahiel,1,plain
aragorn,1,plain
aragoja,1,plain
aragh,1,plain
thanksj,1,plain
thankts,1,plain
thankthankthank,1,plain
thankthanks,1,plain
thankt,1,plain
thanksverymuch,1,plain
thanksubottu,1,plain
thanksthanksthanksthanks,1,plain
thanksthanksthanks,1,plain
thanksthanks,1,plain
thanksthank,1,plain
thankssyou,1,plain
thankssssssssssssssssssssssss,1,plain
thankssssssssssssssssssss,1,mismatch_plain
thanksssssssss,1,plain
thankssssssss,1,plain
thankso,1,plain
thankyee,1,plain
thanky0ou,1,has_digit
thankws,1,plain
thankw,1,plain
arafangin,1,plain
arae,1,mismatch_plain
arada,1,plain
arachnoruby,1,plain
arachnophilia,1,plain
arachnist,1,plain
arachni,1,plain
arachive,1,plain
arace,1,plain
aracde,1,plain
thankuo,1,plain
thanku2,1,has_digit
thannk,1,plain
thannies,1,plain
thanmks,1,plain
thanmk,1,plain
thankzzzzzz,1,plain
thankzz,1,plain
thankyuh,1,plain
thankyouveryhelpfull,1,plain
thankyouthankyouthank,1,plain
thankyouthankyouspam,1,plain
thankyour,1,mismatch_plain
thankyoumuch,1,plain
thankyouj,1,plain
thankyoui,1,plain
thankyoou,1,plain
thankyoooo,1,plain
thanskl,1,mismatch_plain
thanskf,1,mismatch_plain
thansk,1,plain
arabuntu,1,plain
arabix,1,plain
arabics,1,plain
arabi,1,plain
arabeyes,1,plain
arabe,1,plain
arabaccia,1,plain
ar9485wb,1,has_digit
ar9485,1,has_digit
ar9462,1,has_digit
ar9271,1,has_digit
ar9187,1,has_digit
thanns,1,plain
thasnk,1,mismatch_plain
tharz,1,plain
tharr,1,plain
tharkun,1,plain
tharis20,1,mismatch_has_digit
tharis,1,mismatch_plain
thare's,1,plain
thara,1,plain
thaqts,1,plain
thaqnks,1,plain
thappende,1,plain
thappen,1,plain
thaought,1,plain
thanx1,1,mismatch_has_digit
thanw,1,mismatch_plain
thansl,1,mismatch_plain
that'sconfusing,1,plain
that'sad,1,plain
that'n,1,mismatch_plain
that'b,1,plain
that'a,1,plain
ar9170,1,has_digit
ar7t,1,has_digit
ar730e,1,mismatch_has_digit
ar7,1,has_digit
ar5b91,1,has_digit
ar542x,1,has_digit
ar5424,1,has_digit
ar5414,1,has_digit
ar5213,1,has_digit
ar5210,1,has_digit
ar520e,1,has_digit
that0s,1,has_digit
that0,1,has_digit
that'w,1,plain
ar500g,1,has_digit
ar500eg,1,has_digit
ar5008x,1,has_digit
ar5007ug,1,has_digit
ar5007g,1,has_digit
ar5006x,1,has_digit
ar5005ug,1,has_digit
ar5005,1,has_digit
ar5002,1,has_digit
that'swhat,1,mismatch_plain
that'strue,1,mismatch_plain
that'ssss,1,plain
that'snot,1,mismatch_plain
thatds,1,plain
thatdoesn't,1,mismatch_plain
thatdir,1,plain
thatdamninfiniteloop,1,plain
thatbum,1,plain
thatbug,1,plain
thatbefor,1,plain
thatbecomes,1,plain
thatbaduser,1,plain
thatb,1,plain
thatapt,1,plain
thatamong,1,mismatch_plain
thatalk,1,plain
that5,1,has_digit
that2a,1,has_digit
that1,1,has_digit
thathe,1,plain
thathappenbefore,1,plain
thathanks,1,plain
ar500,1,has_digit
ar4002,1,has_digit
ar318,1,has_digit
ar252,1,has_digit
ar212,1,has_digit
ar21,1,has_digit
ar0nic,1,has_digit
thatguide,1,plain
thatgs,1,mismatch_plain
thatg,1,plain
thatfile,1,plain
thateverywhere,1,plain
thaterror,1,plain
thatnkx,1,plain
thatmuch,1,plain
thatmight,1,plain
thatmeans,1,plain
thatmakes,1,mismatch_plain
thatliscense,1,mismatch_plain
thatkey,1,plain
thatk,1,mismatch_plain
thative,1,plain
thatit,1,plain
thatissue,1,plain
thatip,1,plain
thatin,1,plain
thaths,1,plain
thathostname,1,plain
thathere,1,plain
thatoption,1,plain
thatopens,1,plain
thatoneguy,1,mismatch_plain
thato,1,plain
ar0007,1,has_digit
ar'nt,1,plain
aqworlds,1,plain
aquos,1,plain
aquo,1,plain
aquitted,1,plain
aquim,1,plain
aquilotto,1,plain
aquid,1,plain
aquick,1,plain
thatnsk,1,plain
thatns,1,plain
thatstep,1,plain
thatst,1,mismatch_plain
thatsry,1,plain
thatsolves,1,plain
thatsn,1,plain
thatsme,1,plain
thatshould,1,plain
thatsgottareallysuck,1,plain
thatsfine,1,plain
thatsabout,1,plain
thats't,1,plain
thatps,1,plain
thatproblem,1,mismatch_plain
thatpersonthere,1,plain
thatpaste,1,plain
thatp,1,plain
aqquire,1,plain
thatworked,1,plain
thatway,1,plain
thatw,1,plain
thatusername,1,plain
thatttttttttttttttttttttttt,1,plain
thatts,1,plain
thattl,1,plain
thatthere,1,plain
thatt's,1,plain
thatt'l,1,plain
thatsy,1,plain
thatswhy,1,plain
thatswhat,1,plain
thatsux,1,plain
thatstuff,1,plain
thatys,1,plain
thatxamctbo,1,plain
thatx,1,plain
thatws,1,plain
aqueste,1,mismatch_plain
aqueli,1,plain
aquele,1,plain
aquamark3,1,has_digit
aquamark,1,plain
aquaint,1,plain
aquafont,1,plain
aquafina,1,plain
aquaemacs,1,plain
aquachica,1,mismatch_plain
aqsked,1,plain
aqrew,1,plain
após,1,latin_extended
apz,1,mismatch_plain
0ubuntu20,1,has_digit
0ubuntu11,1,has_digit
0ubuntu0,1,has_digit
0ubuntu,1,has_digit
0ubunt,1,has_digit
0u812,1,has_digit
0total,1,has_digit
0something,1,has_digit
0sakasa,1,has_digit
0rz,1,has_digit
0release6,1,has_digit
thaxor,1,plain
thauriswulfa2,1,mismatch_has_digit
thaté,1,latin_extended
thbe,1,plain
thbaks,1,mismatch_plain
thazza,1,plain
thaytan,1,mismatch_plain
thaxs,1,plain
aqqd,1,plain
aqny,1,plain
aqnswer,1,plain
aqii,1,plain
aqi,1,plain
aqemu,1,plain
aqcutally,1,plain
aqcuisitions,1,plain
aqcuired,1,plain
aqble,1,plain
aqain,1,plain
the4,1,has_digit
the3re,1,has_digit
the20year1,1,mismatch_has_digit
the1,1,has_digit
the'yre,1,plain
the'not,1,plain
the'new,1,plain
the'generating,1,plain
thdre,1,plain
thdn,1,plain
thdk,1,plain
thclock,1,plain
thcd,1,plain
thbursdays,1,plain
thbought,1,plain
thbis,1,plain
thealsa,1,plain
theall,1,plain
theadmi,1,plain
theaddmin,1,plain
theacher,1,plain
apy,1,plain
apvilion,1,plain
apulanta,1,plain
apue,1,plain
aptzip,1,plain
apty,1,plain
apttude,1,plain
theaber,1,plain
the9a3eedi,1,has_digit
the8thof17,1,has_digit
the6step,1,has_digit
theatrus,1,plain
theatro,1,plain
theatom,1,plain
theato,1,plain
theathron,1,plain
theather,1,plain
thease,1,plain
theare,1,plain
thearchive,1,plain
theantix,1,mismatch_plain
theank,1,mismatch_plain
theanarchist,1,plain
thean,1,plain
theams,1,plain
theamount,1,plain
theame,1,mismatch_plain
thebaws,1,plain
theband,1,plain
theball,1,mismatch_plain
thebadword,1,plain
theb,1,plain
aptonusb,1,plain
aptonncd,1,plain
aptonhard,1,plain
aptonecd,1,mismatch_plain
aptondvd,1,plain
aptond,1,mismatch_plain
aptoncp,1,plain
aptmirror,1,plain
aptlists,1,mismatch_plain
aptj,1,plain
theaudioshack,1,plain
thecamera,1,plain
thebwt,1,plain
thebuck86,1,has_digit
thebuck,1,plain
thebruce,1,plain
thebroadcom,1,mismatch_plain
thebridge,1,plain
thebreak31,1,mismatch_has_digit
thebreak,1,mismatch_plain
theboss2,1,has_digit
theboss,1,plain
theboggery,1,mismatch_plain
theblackmatrix,1,plain
thebigdeadwaltz,1,plain
thebibliography,1,plain
thebeginning,1,plain
thechitotowncubs,1,plain
thechi,1,plain
thecheeze,1,plain
thecdim,1,plain
aptivas,1,plain
aptiutude,1,plain
aptituude,1,plain
aptitued,1,plain
aptitue,1,plain
aptituding,1,plain
aptituded,1,plain
aptitudea,1,plain
aptitu,1,plain
aptittude,1,plain
aptitiude,1,plain
thecard,1,plain
thedailyshow,1,plain
thed00d,1,has_digit
thecrusher,1,mismatch_plain
thecrasher,1,plain
thecount,1,plain
theconsole,1,plain
theconection,1,plain
theconartissli,1,plain
thecommutist,1,plain
thecommandline,1,plain
thecn,1,plain
thecks,1,plain
thechristlegacy,1,plain
thechris80,1,has_digit
thechosenone,1,mismatch_plain
thechitow,1,plain
thedebugger,1,plain
thedeadliving5,1,has_digit
thedeadliving,1,plain
thedarkside,1,plain
aptitdue,1,plain
aption,1,plain
aptinst,1,plain
aptin,1,plain
aptidue,1,plain
apti,1,plain
apth,1,plain
aptgtet,1,plain
aptgetting,1,mismatch_plain
aptgetted,1,plain
aptgets,1,plain
aptgetinstall,1,plain
aptfile,1,plain
apted,1,plain
apte,1,plain
aptdude,1,plain
aptcacher,1,plain
aptauthenticationinstructionsforhoary,1,plain
aptable,1,plain
apt833,1,has_digit
apt2rpm,1,has_digit
thedisk,1,plain
theding,1,plain
thedevilsjester,1,plain
thedevildemon,1,plain
thedevice,1,plain
thedefault,1,plain
thedeep,1,plain
theentire,1,plain
theems,1,plain
theemahn,1,plain
theehop,1,plain
theeeennn,1,plain
theeeeeere,1,plain
theeeeeeeere,1,mismatch_plain
theee,1,plain
thee's,1,plain
thedudestriedto,1,plain
thedudeisinks913,1,has_digit
thedudeisinks,1,plain
thedonvaughn,1,plain
thedomainname,1,plain
thedn,1,plain
aptget6,1,has_digit
thefirst,1,plain
thefirmwarel,1,plain
thefiles,1,plain
thefilename,1,plain
thefileiwantcompressed,1,plain
thefallenarchang,1,mismatch_plain
thefabulotron,1,plain
theeyealtering,1,plain
theexplorer,1,mismatch_plain
theexperience,1,plain
theexecutor,1,plain
theexact,1,plain
theevilone,1,mismatch_plain
theerrors,1,plain
theerror,1,plain
theepitome,1,plain
theflow,1,plain
thefloodingfool,1,plain
theflood,1,plain
theflas,1,plain
thefirstdude,1,plain
apt1,1,has_digit
apt0get,1,has_digit
apsync,1,plain
apswxz,1,plain
apsted,1,plain
apstebin,1,plain
apsolutno,1,mismatch_plain
apsolutly,1,mismatch_plain
apsolute,1,plain
apslock,1,plain
apsfilter,1,plain
apsaking,1,plain
aps3,1,has_digit
aprueba,1,mismatch_plain
apruciate,1,mismatch_plain
aprts,1,plain
aprrently,1,plain
